Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: cris462 (distance: 281, speed: 2, health: 4)
Moved: bing463 (distance: 106, speed: 1, health: 5)
Moved: will464 (distance: 168, speed: 5, health: 4)
Moved: noah466 (distance: 184, speed: 10, health: 2)
Moved: paoletti468 (distance: 194, speed: 9, health: 2)
Moved: darden469 (distance: 154, speed: 2, health: 5)
Moved: bing472 (distance: 226, speed: 10, health: 2)
Moved: will473 (distance: 272, speed: 2, health: 1)
Moved: cris480 (distance: 257, speed: 4, health: 4)
Moved: will482 (distance: 56, speed: 3, health: 3)
Moved: fee483 (distance: 238, speed: 3, health: 5)
Moved: potatobot485 (distance: 270, speed: 10, health: 4)
Moved: paoletti486 (distance: 237, speed: 8, health: 4)
Moved: darden487 (distance: 222, speed: 7, health: 3)
Moved: cris489 (distance: 149, speed: 3, health: 1)
Moved: bing490 (distance: 194, speed: 3, health: 1)
Moved: fee492 (distance: 219, speed: 2, health: 1)
Moved: noah493 (distance: 95, speed: 4, health: 2)
Moved: garcia497 (distance: 237, speed: 3, health: 5)
Moved: cris498 (distance: 235, speed: 4, health: 1)
Moved: will500 (distance: 89, speed: 4, health: 1)
Moved: fee501 (distance: 231, speed: 10, health: 4)
Moved: potatobot503 (distance: 226, speed: 7, health: 4)
Moved: paoletti504 (distance: 172, speed: 7, health: 5)
Moved: darden505 (distance: 193, speed: 6, health: 4)
Moved: cris507 (distance: 106, speed: 2, health: 5)
Moved: bing508 (distance: 99, speed: 3, health: 1)
Moved: potatobot512 (distance: 210, speed: 1, health: 3)
Moved: paoletti513 (distance: 195, speed: 1, health: 4)
Moved: darden514 (distance: 159, speed: 4, health: 2)
Moved: garcia515 (distance: 186, speed: 3, health: 5)
Moved: cris516 (distance: 94, speed: 3, health: 5)
Moved: bing517 (distance: 112, speed: 7, health: 3)
Moved: will518 (distance: 224, speed: 6, health: 3)
Moved: fee519 (distance: 200, speed: 1, health: 2)
Moved: noah520 (distance: 207, speed: 1, health: 2)
Moved: potatobot521 (distance: 155, speed: 2, health: 3)
Moved: garcia524 (distance: 69, speed: 4, health: 2)
Moved: cris525 (distance: 275, speed: 3, health: 4)
Moved: bing526 (distance: 131, speed: 7, health: 1)
Moved: will527 (distance: 259, speed: 4, health: 4)
Moved: noah529 (distance: 174, speed: 9, health: 5)
Moved: potatobot530 (distance: 107, speed: 4, health: 5)
Moved: paoletti531 (distance: 138, speed: 6, health: 3)
Moved: darden532 (distance: 210, speed: 1, health: 2)
Moved: cris534 (distance: 211, speed: 9, health: 4)
Moved: will536 (distance: 255, speed: 3, health: 3)
Moved: fee537 (distance: 209, speed: 3, health: 2)
Moved: noah538 (distance: 203, speed: 6, health: 4)
Moved: potatobot539 (distance: 220, speed: 6, health: 4)
Moved: paoletti540 (distance: 134, speed: 4, health: 2)
Moved: garcia542 (distance: 227, speed: 3, health: 5)
Moved: bing544 (distance: 42, speed: 1, health: 3)
Moved: fee546 (distance: 244, speed: 5, health: 4)
Moved: potatobot548 (distance: 66, speed: 1, health: 3)
Moved: paoletti549 (distance: 211, speed: 4, health: 4)
Moved: darden550 (distance: 173, speed: 5, health: 3)
Moved: garcia551 (distance: 235, speed: 1, health: 5)
Moved: bing553 (distance: 86, speed: 4, health: 3)
Moved: will554 (distance: 149, speed: 5, health: 4)
Moved: fee555 (distance: 176, speed: 9, health: 5)
Moved: noah556 (distance: 180, speed: 9, health: 2)
Moved: potatobot557 (distance: 192, speed: 8, health: 5)
Moved: paoletti558 (distance: 163, speed: 8, health: 4)
Moved: cris561 (distance: 120, speed: 3, health: 2)
Moved: bing562 (distance: 275, speed: 7, health: 2)
Moved: will563 (distance: 187, speed: 10, health: 3)
Moved: potatobot566 (distance: 153, speed: 4, health: 1)
Moved: paoletti567 (distance: 182, speed: 8, health: 5)
Moved: darden568 (distance: 248, speed: 5, health: 4)
Moved: cris570 (distance: 213, speed: 1, health: 1)
Moved: bing571 (distance: 40, speed: 2, health: 1)
Moved: fee573 (distance: 168, speed: 6, health: 5)
Moved: paoletti576 (distance: 238, speed: 4, health: 5)
Moved: darden577 (distance: 141, speed: 6, health: 1)
Moved: cris579 (distance: 146, speed: 6, health: 3)
Moved: bing580 (distance: 175, speed: 7, health: 3)
Moved: will581 (distance: 289, speed: 4, health: 1)
Moved: fee582 (distance: 243, speed: 7, health: 4)
Moved: potatobot584 (distance: 255, speed: 7, health: 4)
Moved: paoletti585 (distance: 142, speed: 1, health: 4)
Moved: garcia587 (distance: 198, speed: 1, health: 3)
Moved: cris588 (distance: 254, speed: 3, health: 2)
Moved: will590 (distance: 188, speed: 2, health: 1)
Moved: fee591 (distance: 105, speed: 5, health: 4)
Moved: noah592 (distance: 225, speed: 8, health: 1)
Moved: paoletti594 (distance: 110, speed: 5, health: 1)
Moved: darden595 (distance: 139, speed: 1, health: 5)
Moved: cris597 (distance: 231, speed: 10, health: 4)
Moved: garcia605 (distance: 144, speed: 5, health: 5)
Moved: bing607 (distance: 57, speed: 3, health: 1)
Moved: fee609 (distance: 26, speed: 1, health: 5)
Moved: noah610 (distance: 244, speed: 6, health: 5)
Moved: paoletti612 (distance: 205, speed: 7, health: 2)
Moved: darden613 (distance: 210, speed: 7, health: 5)
Moved: garcia614 (distance: 250, speed: 4, health: 5)
Moved: cris615 (distance: 98, speed: 1, health: 2)
Moved: bing616 (distance: 280, speed: 5, health: 1)
Moved: will617 (distance: 129, speed: 3, health: 2)
Moved: fee618 (distance: 238, speed: 3, health: 1)
Moved: darden622 (distance: 261, speed: 2, health: 3)
Moved: garcia623 (distance: 173, speed: 6, health: 3)
Moved: cris624 (distance: 273, speed: 4, health: 5)
Moved: bing625 (distance: 271, speed: 10, health: 2)
Moved: will626 (distance: 261, speed: 8, health: 4)
Moved: fee627 (distance: 217, speed: 1, health: 1)
Moved: noah628 (distance: 286, speed: 7, health: 4)
Moved: paoletti630 (distance: 192, speed: 10, health: 2)
Moved: darden631 (distance: 200, speed: 6, health: 4)
Moved: garcia632 (distance: 290, speed: 4, health: 3)
Moved: will635 (distance: 124, speed: 2, health: 2)
Moved: fee636 (distance: 143, speed: 1, health: 4)
Moved: potatobot638 (distance: 139, speed: 7, health: 4)
Moved: paoletti639 (distance: 187, speed: 7, health: 3)
Moved: garcia641 (distance: 206, speed: 7, health: 1)
Moved: cris642 (distance: 178, speed: 10, health: 2)
Moved: bing643 (distance: 167, speed: 2, health: 5)
Moved: will644 (distance: 137, speed: 2, health: 3)
Moved: fee645 (distance: 73, speed: 4, health: 1)
Moved: potatobot647 (distance: 208, speed: 8, health: 2)
Moved: paoletti648 (distance: 280, speed: 3, health: 3)
Moved: darden649 (distance: 124, speed: 4, health: 3)
Moved: garcia650 (distance: 248, speed: 7, health: 3)
Moved: will653 (distance: 185, speed: 8, health: 5)
Moved: fee654 (distance: 278, speed: 4, health: 4)
Moved: noah655 (distance: 164, speed: 8, health: 1)
Moved: potatobot656 (distance: 260, speed: 10, health: 1)
Moved: darden658 (distance: 272, speed: 8, health: 1)
Moved: garcia659 (distance: 253, speed: 1, health: 4)
Moved: bing661 (distance: 148, speed: 4, health: 3)
Moved: will662 (distance: 256, speed: 5, health: 1)
Moved: fee663 (distance: 159, speed: 1, health: 3)
Moved: paoletti666 (distance: 246, speed: 7, health: 1)
Moved: darden667 (distance: 121, speed: 4, health: 4)
Moved: garcia668 (distance: 182, speed: 4, health: 4)
Moved: cris669 (distance: 260, speed: 4, health: 1)
Moved: will671 (distance: 268, speed: 10, health: 5)
Moved: potatobot674 (distance: 255, speed: 7, health: 4)
Moved: paoletti675 (distance: 91, speed: 5, health: 3)
Moved: darden676 (distance: 68, speed: 2, health: 2)
Moved: garcia677 (distance: 147, speed: 4, health: 1)
Moved: cris678 (distance: 209, speed: 5, health: 1)
Moved: fee681 (distance: 287, speed: 3, health: 3)
Moved: noah682 (distance: 195, speed: 9, health: 1)
Moved: paoletti684 (distance: 230, speed: 1, health: 4)
Moved: darden685 (distance: 229, speed: 8, health: 5)
Moved: garcia686 (distance: 197, speed: 3, health: 3)
Moved: cris687 (distance: 99, speed: 4, health: 2)
Moved: bing688 (distance: 182, speed: 2, health: 2)
Moved: will689 (distance: 228, speed: 10, health: 4)
Moved: fee690 (distance: 183, speed: 4, health: 2)
Moved: potatobot692 (distance: 164, speed: 6, health: 2)
Moved: darden694 (distance: 100, speed: 6, health: 3)
Moved: garcia695 (distance: 57, speed: 2, health: 5)
Moved: cris696 (distance: 142, speed: 1, health: 4)
Moved: noah700 (distance: 168, speed: 1, health: 2)
Moved: paoletti702 (distance: 259, speed: 5, health: 3)
Moved: garcia704 (distance: 236, speed: 7, health: 5)
Moved: cris705 (distance: 187, speed: 4, health: 3)
Moved: fee708 (distance: 127, speed: 7, health: 3)
Moved: noah709 (distance: 243, speed: 9, health: 3)
Moved: potatobot710 (distance: 249, speed: 6, health: 1)
Moved: paoletti711 (distance: 238, speed: 4, health: 1)
Moved: cris714 (distance: 224, speed: 4, health: 5)
Moved: fee717 (distance: 245, speed: 6, health: 3)
Moved: noah718 (distance: 135, speed: 8, health: 1)
Moved: potatobot719 (distance: 243, speed: 6, health: 3)
Moved: paoletti720 (distance: 262, speed: 6, health: 4)
Moved: garcia722 (distance: 85, speed: 1, health: 5)
Moved: will725 (distance: 59, speed: 3, health: 4)
Moved: noah727 (distance: 249, speed: 3, health: 5)
Moved: potatobot728 (distance: 263, speed: 9, health: 1)
Moved: paoletti729 (distance: 98, speed: 1, health: 1)
Moved: garcia731 (distance: 130, speed: 2, health: 1)
Moved: will734 (distance: 119, speed: 1, health: 5)
Moved: fee735 (distance: 59, speed: 2, health: 5)
Moved: potatobot737 (distance: 181, speed: 6, health: 3)
Moved: paoletti738 (distance: 284, speed: 1, health: 3)
Moved: darden739 (distance: 231, speed: 6, health: 5)
Moved: cris741 (distance: 238, speed: 3, health: 2)
Moved: bing742 (distance: 222, speed: 3, health: 5)
Moved: will743 (distance: 198, speed: 5, health: 5)
Moved: fee744 (distance: 233, speed: 6, health: 3)
Moved: noah745 (distance: 81, speed: 5, health: 1)
Moved: garcia749 (distance: 244, speed: 9, health: 5)
Moved: cris750 (distance: 282, speed: 6, health: 4)
Moved: bing751 (distance: 280, speed: 6, health: 3)
Moved: fee753 (distance: 143, speed: 7, health: 1)
Moved: noah754 (distance: 125, speed: 6, health: 1)
Moved: potatobot755 (distance: 211, speed: 4, health: 3)
Moved: paoletti756 (distance: 221, speed: 3, health: 5)
Moved: darden757 (distance: 258, speed: 9, health: 4)
Moved: garcia758 (distance: 65, speed: 2, health: 5)
Moved: cris759 (distance: 158, speed: 9, health: 4)
Moved: bing760 (distance: 135, speed: 2, health: 2)
Moved: will761 (distance: 153, speed: 3, health: 3)
Moved: fee762 (distance: 243, speed: 1, health: 2)
Moved: noah763 (distance: 186, speed: 2, health: 5)
Moved: potatobot764 (distance: 261, speed: 8, health: 4)
Moved: paoletti765 (distance: 158, speed: 1, health: 5)
Moved: cris768 (distance: 164, speed: 10, health: 2)
Moved: bing769 (distance: 99, speed: 5, health: 1)
Moved: will770 (distance: 50, speed: 3, health: 1)
Moved: noah772 (distance: 194, speed: 2, health: 4)
Moved: darden775 (distance: 230, speed: 6, health: 4)
Moved: cris777 (distance: 128, speed: 7, health: 4)
Moved: potatobot782 (distance: 100, speed: 6, health: 4)
Moved: darden784 (distance: 107, speed: 3, health: 4)
Moved: garcia785 (distance: 162, speed: 7, health: 4)
Moved: cris786 (distance: 174, speed: 2, health: 2)
Moved: will788 (distance: 272, speed: 10, health: 4)
Moved: fee789 (distance: 216, speed: 4, health: 3)
Moved: noah790 (distance: 256, speed: 3, health: 3)
Moved: potatobot791 (distance: 295, speed: 1, health: 5)
Moved: paoletti792 (distance: 192, speed: 4, health: 1)
Moved: darden793 (distance: 125, speed: 4, health: 1)
Moved: bing796 (distance: 191, speed: 8, health: 2)
Moved: fee798 (distance: 34, speed: 2, health: 2)
Moved: noah799 (distance: 256, speed: 4, health: 4)
Moved: garcia803 (distance: 221, speed: 5, health: 5)
Moved: bing805 (distance: 263, speed: 10, health: 1)
Moved: will806 (distance: 238, speed: 8, health: 4)
Moved: fee807 (distance: 174, speed: 5, health: 4)
Moved: noah808 (distance: 99, speed: 4, health: 3)
Moved: paoletti810 (distance: 261, speed: 3, health: 5)
Moved: garcia812 (distance: 255, speed: 1, health: 1)
Moved: cris813 (distance: 216, speed: 2, health: 2)
Moved: bing814 (distance: 227, speed: 1, health: 2)
Moved: will815 (distance: 225, speed: 4, health: 1)
Moved: fee816 (distance: 229, speed: 1, health: 4)
Moved: noah817 (distance: 260, speed: 4, health: 3)
Moved: paoletti819 (distance: 281, speed: 6, health: 4)
Moved: garcia821 (distance: 236, speed: 1, health: 2)
Moved: cris822 (distance: 259, speed: 7, health: 3)
Moved: fee825 (distance: 236, speed: 9, health: 5)
Moved: noah826 (distance: 193, speed: 8, health: 3)
Moved: darden829 (distance: 129, speed: 6, health: 4)
Moved: cris831 (distance: 210, speed: 5, health: 2)
Moved: bing832 (distance: 48, speed: 1, health: 1)
Moved: will833 (distance: 115, speed: 3, health: 1)
Moved: fee834 (distance: 145, speed: 7, health: 2)
Moved: noah835 (distance: 82, speed: 1, health: 5)
Moved: potatobot836 (distance: 203, speed: 7, health: 3)
Moved: darden838 (distance: 66, speed: 2, health: 4)
Moved: garcia839 (distance: 269, speed: 4, health: 2)
Moved: cris840 (distance: 119, speed: 3, health: 2)
Moved: will842 (distance: 268, speed: 1, health: 3)
Moved: fee843 (distance: 180, speed: 7, health: 3)
Moved: noah844 (distance: 200, speed: 8, health: 1)
Moved: potatobot845 (distance: 283, speed: 1, health: 1)
Moved: darden847 (distance: 143, speed: 8, health: 2)
Moved: garcia848 (distance: 233, speed: 4, health: 4)
Moved: cris849 (distance: 290, speed: 4, health: 2)
Moved: bing850 (distance: 158, speed: 2, health: 5)
Moved: will851 (distance: 269, speed: 5, health: 4)
Moved: fee852 (distance: 78, speed: 1, health: 1)
Moved: noah853 (distance: 145, speed: 5, health: 5)
Moved: potatobot854 (distance: 296, speed: 2, health: 2)
Moved: paoletti855 (distance: 284, speed: 2, health: 2)
Moved: garcia857 (distance: 169, speed: 6, health: 4)
Moved: cris858 (distance: 152, speed: 7, health: 5)
Moved: will860 (distance: 44, speed: 1, health: 1)
Moved: fee861 (distance: 155, speed: 4, health: 4)
Moved: potatobot863 (distance: 160, speed: 6, health: 4)
Moved: paoletti864 (distance: 190, speed: 9, health: 5)
Moved: darden865 (distance: 244, speed: 5, health: 3)
Moved: garcia866 (distance: 172, speed: 4, health: 4)
Moved: cris867 (distance: 249, speed: 9, health: 1)
Moved: bing868 (distance: 206, speed: 6, health: 3)
Moved: will869 (distance: 294, speed: 5, health: 5)
Moved: potatobot872 (distance: 146, speed: 7, health: 4)
Moved: paoletti873 (distance: 243, speed: 4, health: 1)
Moved: darden874 (distance: 181, speed: 4, health: 5)
Moved: garcia875 (distance: 140, speed: 2, health: 5)
Moved: cris876 (distance: 94, speed: 3, health: 3)
Moved: bing877 (distance: 153, speed: 9, health: 3)
Moved: fee879 (distance: 37, speed: 2, health: 3)
Moved: garcia884 (distance: 148, speed: 4, health: 3)
Moved: cris885 (distance: 269, speed: 9, health: 5)
Moved: bing886 (distance: 120, speed: 3, health: 5)
Moved: will887 (distance: 241, speed: 4, health: 2)
Moved: fee888 (distance: 140, speed: 2, health: 5)
Moved: potatobot890 (distance: 225, speed: 10, health: 5)
Moved: paoletti891 (distance: 212, speed: 2, health: 2)
Moved: garcia893 (distance: 253, speed: 1, health: 5)
Moved: bing895 (distance: 212, speed: 1, health: 5)
Moved: will896 (distance: 267, speed: 2, health: 3)
Moved: fee897 (distance: 202, speed: 4, health: 1)
Moved: noah898 (distance: 208, speed: 10, health: 5)
Moved: paoletti900 (distance: 138, speed: 4, health: 2)
Moved: darden901 (distance: 201, speed: 6, health: 2)
Moved: garcia902 (distance: 49, speed: 2, health: 1)
Moved: fee906 (distance: 109, speed: 2, health: 5)
Moved: noah907 (distance: 114, speed: 4, health: 2)
Moved: paoletti909 (distance: 191, speed: 8, health: 3)
Moved: garcia911 (distance: 277, speed: 1, health: 1)
Moved: will914 (distance: 81, speed: 4, health: 4)
Moved: fee915 (distance: 181, speed: 4, health: 3)
Moved: noah916 (distance: 231, speed: 4, health: 5)
Moved: potatobot917 (distance: 270, speed: 4, health: 5)
Moved: paoletti918 (distance: 230, speed: 10, health: 3)
Moved: darden919 (distance: 254, speed: 6, health: 4)
Moved: garcia920 (distance: 211, speed: 3, health: 5)
Moved: cris921 (distance: 166, speed: 6, health: 2)
Moved: bing922 (distance: 247, speed: 2, health: 3)
Moved: fee924 (distance: 198, speed: 4, health: 2)
Moved: noah925 (distance: 190, speed: 9, health: 2)
Moved: potatobot926 (distance: 111, speed: 6, health: 4)
Moved: paoletti927 (distance: 281, speed: 7, health: 5)
Moved: darden928 (distance: 213, speed: 4, health: 2)
Moved: garcia929 (distance: 145, speed: 2, health: 1)
Moved: cris930 (distance: 264, speed: 4, health: 2)
Moved: bing931 (distance: 241, speed: 8, health: 5)
Moved: will932 (distance: 118, speed: 5, health: 3)
Moved: noah934 (distance: 170, speed: 6, health: 5)
Moved: potatobot935 (distance: 46, speed: 1, health: 1)
Moved: paoletti936 (distance: 293, speed: 7, health: 1)
Moved: darden937 (distance: 69, speed: 4, health: 3)
Moved: cris939 (distance: 217, speed: 9, health: 2)
Moved: bing940 (distance: 293, speed: 3, health: 4)
Moved: fee942 (distance: 109, speed: 2, health: 3)
Moved: darden946 (distance: 247, speed: 3, health: 1)
Moved: bing949 (distance: 257, speed: 8, health: 3)
Moved: fee951 (distance: 197, speed: 7, health: 5)
Moved: potatobot953 (distance: 193, speed: 8, health: 5)
Moved: fee960 (distance: 220, speed: 8, health: 2)
Moved: darden964 (distance: 280, speed: 5, health: 4)
Moved: cris966 (distance: 238, speed: 7, health: 4)
Moved: bing967 (distance: 292, speed: 8, health: 3)
Moved: will968 (distance: 145, speed: 7, health: 3)
Moved: fee969 (distance: 266, speed: 3, health: 5)
Moved: noah970 (distance: 273, speed: 6, health: 3)
Moved: potatobot971 (distance: 278, speed: 10, health: 1)
Moved: paoletti972 (distance: 251, speed: 6, health: 1)
Moved: darden973 (distance: 128, speed: 1, health: 5)
Moved: garcia974 (distance: 196, speed: 3, health: 5)
Moved: cris975 (distance: 87, speed: 1, health: 2)
Moved: bing976 (distance: 231, speed: 2, health: 1)
